0 f = 6.866439669624338e+12 Hz
1 f = 5.705914655039943e+12 Hz
2 f = 5.028941729865713e+12 Hz
3 f = 3.940949528692842e+12 Hz
4 f = 2.998022954343021e+12 Hz
5 f = 2.998022954343021e+12 Hz
